"","State","Year","Total_Energy","NonRenewable_Energy","Perc_NonRenewable_Energy","Renewable_Energy","Perc_Renewable_Energy"
"1201","LA","2008",4215291,4107509,97,107782,3
"1202","LA","2009",4021054,3909756,97,111298,3
"1203","LA","2010",4111598,3984261,97,127337,3
"1204","LA","2011",4124451,3996216,97,128235,3
"1205","LA","2012",3995750,3869970,97,125780,3
"1206","LA","2013",3904336,3760714,96,143622,4
"1207","LA","2014",3922318,3756547,96,165771,4
"1208","LA","2015",3896246,3745685,96,150561,4
"1209","LA","2016",4011551,3844130,96,167421,4
"1210","LA","2017",4180645,4026209,96,154436,4
"1211","LA","2018",4219960,4069110,96,150850,4
"1212","LA","2019",4257243,4117466,97,139777,3
"1213","LA","2020",4178183,4042716,97,135467,3
"1214","LA","2021",4257173,4121268,97,135905,3
"1215","LA","2022",4272592,4134383,97,138209,3
"1216","LA","2023",4166787,4027805,97,138982,3
"1217","MA","1960",1033978,987843,96,46135,4
"1218","MA","1961",1058961,1012080,96,46881,4
"1219","MA","1962",1089545,1041608,96,47937,4
"1220","MA","1963",1061964,1014210,96,47754,4
"1221","MA","1964",1097307,1047883,95,49424,5
"1222","MA","1965",1220575,1169612,96,50963,4
"1223","MA","1966",1223415,1170924,96,52491,4
"1224","MA","1967",1298002,1245429,96,52573,4
"1225","MA","1968",1345380,1288748,96,56632,4
"1226","MA","1969",1370926,1312511,96,58415,4
"1227","MA","1970",1432704,1372995,96,59709,4
"1228","MA","1971",1459375,1403115,96,56260,4
"1229","MA","1972",1511923,1458607,96,53316,4
"1230","MA","1973",1546784,1494191,97,52593,3
"1231","MA","1974",1437544,1383591,96,53953,4
"1232","MA","1975",1383944,1333538,96,50406,4
"1233","MA","1976",1464965,1407875,96,57090,4
"1234","MA","1977",1460758,1400368,96,60390,4
"1235","MA","1978",1439688,1373496,95,66192,5
"1236","MA","1979",1276603,1205347,94,71256,6
"1237","MA","1980",1215036,1143644,94,71392,6
"1238","MA","1981",1185369,1115190,94,70179,6
"1239","MA","1982",1197842,1132973,95,64869,5
"1240","MA","1983",1191163,1114540,94,76623,6
"1241","MA","1984",1254053,1191107,95,62946,5
"1242","MA","1985",1279641,1216033,95,63608,5
"1243","MA","1986",1346945,1280061,95,66884,5
"1244","MA","1987",1372951,1314844,96,58107,4
"1245","MA","1988",1398947,1338578,96,60369,4
"1246","MA","1989",1424934,1360939,96,63995,4
"1247","MA","1990",1405515,1348987,96,56528,4
"1248","MA","1991",1365471,1306723,96,58748,4
"1249","MA","1992",1433608,1372184,96,61424,4
"1250","MA","1993",1435011,1371351,96,63660,4
"1251","MA","1994",1440816,1373819,95,66997,5
"1252","MA","1995",1425706,1359157,95,66549,5
"1253","MA","1996",1443362,1373169,95,70193,5
"1254","MA","1997",1443663,1378371,95,65292,5
"1255","MA","1998",1418374,1358955,96,59419,4
"1256","MA","1999",1436226,1377707,96,58519,4
"1257","MA","2000",1523680,1461459,96,62221,4
"1258","MA","2001",1507350,1464212,97,43138,3
"1259","MA","2002",1518565,1477678,97,40887,3
"1260","MA","2003",1486093,1442897,97,43196,3
"1261","MA","2004",1485410,1440220,97,45190,3
"1262","MA","2005",1491401,1451270,97,40131,3
"1263","MA","2006",1417140,1364602,96,52538,4
"1264","MA","2007",1447013,1392335,96,54678,4
"1265","MA","2008",1421299,1368049,96,53250,4
"1266","MA","2009",1360232,1298710,95,61522,5
"1267","MA","2010",1417330,1348586,95,68744,5
"1268","MA","2011",1389041,1319264,95,69777,5
"1269","MA","2012",1349790,1283337,95,66453,5
"1270","MA","2013",1414648,1341903,95,72745,5
"1271","MA","2014",1420461,1345950,95,74511,5
"1272","MA","2015",1436590,1362060,95,74530,5
"1273","MA","2016",1388509,1312492,95,76017,5
"1274","MA","2017",1386997,1313355,95,73642,5
"1275","MA","2018",1415642,1339768,95,75874,5
"1276","MA","2019",1414088,1339052,95,75036,5
"1277","MA","2020",1218298,1146862,94,71436,6
"1278","MA","2021",1281157,1205787,94,75370,6
"1279","MA","2022",1323388,1242688,94,80700,6
"1280","MA","2023",1282732,1201173,94,81559,6
"1281","MD","1960",683608,655137,96,28471,4
"1282","MD","1961",685585,658107,96,27478,4
"1283","MD","1962",732721,704925,96,27796,4
"1284","MD","1963",759786,731191,96,28595,4
"1285","MD","1964",806747,777146,96,29601,4
"1286","MD","1965",840691,809705,96,30986,4
"1287","MD","1966",880371,847525,96,32846,4
"1288","MD","1967",892165,856165,96,36000,4
"1289","MD","1968",945236,908722,96,36514,4
"1290","MD","1969",996742,960785,96,35957,4
"1291","MD","1970",1039496,1001218,96,38278,4
"1292","MD","1971",1073435,1036699,97,36736,3
"1293","MD","1972",1092444,1052227,96,40217,4
"1294","MD","1973",1183548,1143592,97,39956,3
"1295","MD","1974",1089368,1050830,96,38538,4
"1296","MD","1975",1036139,996469,96,39670,4
"1297","MD","1976",1115751,1073916,96,41835,4
"1298","MD","1977",1104355,1058956,96,45399,4
"1299","MD","1978",1122939,1075745,96,47194,4
"1300","MD","1979",1187270,1136149,96,51121,4
"1301","MD","1980",1124055,1087089,97,36966,3
"1302","MD","1981",1109788,1074379,97,35409,3
"1303","MD","1982",1064981,1022825,96,42156,4
"1304","MD","1983",1079271,1039735,96,39536,4
"1305","MD","1984",1153479,1107605,96,45874,4
"1306","MD","1985",1125401,1080969,96,44432,4
"1307","MD","1986",1144837,1103384,96,41453,4
"1308","MD","1987",1215720,1179262,97,36458,3
"1309","MD","1988",1258601,1221536,97,37065,3
"1310","MD","1989",1283006,1240008,97,42998,3
"1311","MD","1990",1251922,1217446,97,34476,3
"1312","MD","1991",1256583,1224793,97,31790,3
"1313","MD","1992",1246381,1212354,97,34027,3
"1314","MD","1993",1298604,1260779,97,37825,3
"1315","MD","1994",1304324,1265208,97,39116,3
"1316","MD","1995",1324983,1282857,97,42126,3
"1317","MD","1996",1348704,1299501,96,49203,4
"1318","MD","1997",1360692,1318320,97,42372,3
"1319","MD","1998",1367319,1326463,97,40856,3
"1320","MD","1999",1407012,1365828,97,41184,3
"1321","MD","2000",1443517,1401157,97,42360,3
"1322","MD","2001",1438122,1413025,98,25097,2
"1323","MD","2002",1514196,1484283,98,29913,2
"1324","MD","2003",1560860,1524454,98,36406,2
"1325","MD","2004",1544267,1507336,98,36931,2
"1326","MD","2005",1576776,1539329,98,37447,2
"1327","MD","2006",1460946,1414914,97,46032,3
"1328","MD","2007",1486507,1438644,97,47863,3
"1329","MD","2008",1443383,1395586,97,47797,3
"1330","MD","2009",1431461,1376444,96,55017,4
"1331","MD","2010",1462765,1401220,96,61545,4
"1332","MD","2011",1395912,1332586,95,63326,5
"1333","MD","2012",1358065,1298503,96,59562,4
"1334","MD","2013",1379305,1313827,95,65478,5
"1335","MD","2014",1390976,1326666,95,64310,5
"1336","MD","2015",1388315,1329425,96,58890,4
"1337","MD","2016",1346428,1287417,96,59011,4
"1338","MD","2017",1297833,1237143,95,60690,5
"1339","MD","2018",1342823,1278032,95,64791,5
"1340","MD","2019",1311993,1254038,96,57955,4
"1341","MD","2020",1164157,1115593,96,48564,4
"1342","MD","2021",1220595,1167863,96,52732,4
"1343","MD","2022",1207626,1156371,96,51255,4
"1344","MD","2023",1182581,1128870,95,53711,5
"1345","ME","1960",221342,182459,82,38883,18
"1346","ME","1961",234232,196503,84,37729,16
"1347","ME","1962",227233,189618,83,37615,17
"1348","ME","1963",230263,191538,83,38725,17
"1349","ME","1964",232154,193644,83,38510,17
"1350","ME","1965",221878,184770,83,37108,17
"1351","ME","1966",233856,194993,83,38863,17
"1352","ME","1967",245188,204819,84,40369,16
"1353","ME","1968",259100,217499,84,41601,16
"1354","ME","1969",275865,233650,85,42215,15
"1355","ME","1970",289310,250097,86,39213,14
"1356","ME","1971",340995,302975,89,38020,11
"1357","ME","1972",367249,325867,89,41382,11
"1358","ME","1973",365405,322354,88,43051,12
"1359","ME","1974",340255,296458,87,43797,13
"1360","ME","1975",310880,269087,87,41793,13
"1361","ME","1976",365850,317289,87,48561,13
"1362","ME","1977",383377,332004,87,51373,13
"1363","ME","1978",370296,315054,85,55242,15
"1364","ME","1979",348846,291311,84,57535,16
"1365","ME","1980",367076,262812,72,104264,28
"1366","ME","1981",366431,256732,70,109699,30
"1367","ME","1982",410302,304119,74,106183,26
"1368","ME","1983",374088,254707,68,119381,32
"1369","ME","1984",401679,283345,71,118334,29
"1370","ME","1985",407955,290847,71,117108,29
"1371","ME","1986",428362,326742,76,101620,24
"1372","ME","1987",418390,320768,77,97622,23
"1373","ME","1988",470989,370534,79,100455,21
"1374","ME","1989",461237,330998,72,130239,28
"1375","ME","1990",408073,285036,70,123037,30
"1376","ME","1991",414907,284458,69,130449,31
"1377","ME","1992",429331,294638,69,134693,31
"1378","ME","1993",433680,297914,69,135766,31
"1379","ME","1994",443192,310694,70,132498,30
"1380","ME","1995",409737,271994,66,137743,34
"1381","ME","1996",435907,297492,68,138415,32
"1382","ME","1997",418836,281818,67,137018,33
"1383","ME","1998",395645,269618,68,126027,32
"1384","ME","1999",408243,274650,67,133593,33
"1385","ME","2000",443007,304360,69,138647,31
"1386","ME","2001",412740,284895,69,127845,31
"1387","ME","2002",418306,296625,71,121681,29
"1388","ME","2003",414953,303899,73,111054,27
"1389","ME","2004",428475,314345,73,114130,27
"1390","ME","2005",429464,296307,69,133157,31
"1391","ME","2006",407733,282528,69,125205,31
"1392","ME","2007",429579,297798,69,131781,31
"1393","ME","2008",429493,272204,63,157289,37
"1394","ME","2009",389563,264587,68,124976,32
"1395","ME","2010",395546,258889,65,136657,35
"1396","ME","2011",393616,256130,65,137486,35
"1397","ME","2012",375922,241226,64,134696,36
"1398","ME","2013",390870,250764,64,140106,36
"1399","ME","2014",389665,254444,65,135221,35
"1400","ME","2015",399556,259079,65,140477,35
"1401","ME","2016",368409,246481,67,121928,33
"1402","ME","2017",355026,233893,66,121133,34
"1403","ME","2018",356505,233676,66,122829,34
"1404","ME","2019",350692,229801,66,120891,34
"1405","ME","2020",323501,225359,70,98142,30
"1406","ME","2021",332964,237823,71,95141,29
"1407","ME","2022",327804,233937,71,93867,29
"1408","ME","2023",328596,239152,73,89444,27
"1409","MI","1960",1807087,1762901,98,44186,2
"1410","MI","1961",1832569,1790298,98,42271,2
"1411","MI","1962",1936398,1894834,98,41564,2
"1412","MI","1963",2024571,1982878,98,41693,2
"1413","MI","1964",2088875,2047002,98,41873,2
"1414","MI","1965",2220213,2177122,98,43091,2
"1415","MI","1966",2371476,2327392,98,44084,2
"1416","MI","1967",2424947,2382240,98,42707,2
"1417","MI","1968",2561233,2518274,98,42959,2
"1418","MI","1969",2660550,2617231,98,43319,2
"1419","MI","1970",2631714,2589470,98,42244,2
"1420","MI","1971",2720909,2679501,98,41408,2
"1421","MI","1972",2892779,2849067,98,43712,2
"1422","MI","1973",2982355,2942482,99,39873,1
"1423","MI","1974",2832773,2790498,99,42275,1
"1424","MI","1975",2786536,2746842,99,39694,1
"1425","MI","1976",2907725,2862552,98,45173,2
"1426","MI","1977",2813992,2765812,98,48180,2
"1427","MI","1978",2869501,2810771,98,58730,2
"1428","MI","1979",2852154,2787344,98,64810,2
"1429","MI","1980",2758218,2663549,97,94669,3
"1430","MI","1981",2611653,2511514,96,100139,4
"1431","MI","1982",2454460,2353858,96,100602,4
"1432","MI","1983",2442953,2329353,95,113600,5
"1433","MI","1984",2522093,2414859,96,107234,4
"1434","MI","1985",2568068,2460865,96,107203,4
"1435","MI","1986",2582748,2471815,96,110933,4
"1436","MI","1987",2580011,2467222,96,112789,4
"1437","MI","1988",2759585,2641165,96,118420,4
"1438","MI","1989",2782516,2671917,96,110599,4
"1439","MI","1990",2853863,2763076,97,90787,3
"1440","MI","1991",2789697,2691153,96,98544,4
"1441","MI","1992",2837833,2736966,96,100867,4
"1442","MI","1993",2836830,2742927,97,93903,3
"1443","MI","1994",2860192,2762749,97,97443,3
"1444","MI","1995",2989872,2890950,97,98922,3
"1445","MI","1996",3094114,2982234,96,111880,4
"1446","MI","1997",3094258,2989895,97,104363,3
"1447","MI","1998",3043942,2944540,97,99402,3
"1448","MI","1999",3209383,3108060,97,101323,3
"1449","MI","2000",3211610,3102935,97,108675,3
"1450","MI","2001",3092545,3004338,97,88207,3
"1451","MI","2002",3148731,3060529,97,88202,3
"1452","MI","2003",3187033,3083728,97,103305,3
"1453","MI","2004",3152951,3044995,97,107956,3
"1454","MI","2005",3203878,3082669,96,121209,4
"1455","MI","2006",3032895,2912946,96,119949,4
"1456","MI","2007",3013504,2881275,96,132229,4
"1457","MI","2008",2905605,2757073,95,148532,5
"1458","MI","2009",2679168,2540235,95,138933,5
"1459","MI","2010",2774343,2624516,95,149827,5
"1460","MI","2011",2810874,2646301,94,164573,6
"1461","MI","2012",2703263,2538450,94,164813,6
"1462","MI","2013",2843130,2660587,94,182543,6
"1463","MI","2014",2880439,2692901,93,187538,7
"1464","MI","2015",2792943,2591293,93,201650,7
"1465","MI","2016",2771665,2574349,93,197316,7
"1466","MI","2017",2760178,2562763,93,197415,7
"1467","MI","2018",2873868,2668155,93,205713,7
"1468","MI","2019",2840026,2638061,93,201965,7
"1469","MI","2020",2561344,2377984,93,183360,7
"1470","MI","2021",2659383,2465308,93,194075,7
"1471","MI","2022",2712402,2505591,92,206811,8
"1472","MI","2023",2543241,2344782,92,198459,8
"1473","MN","1960",708144,679703,96,28441,4
"1474","MN","1961",712762,685620,96,27142,4
"1475","MN","1962",749533,722054,96,27479,4
"1476","MN","1963",759016,732635,97,26381,3
"1477","MN","1964",798302,771753,97,26549,3
"1478","MN","1965",845723,818629,97,27094,3
"1479","MN","1966",902125,875397,97,26728,3
"1480","MN","1967",906385,880056,97,26329,3
"1481","MN","1968",967720,940925,97,26795,3
"1482","MN","1969",1054849,1027724,97,27125,3
"1483","MN","1970",1080497,1054004,98,26493,2
"1484","MN","1971",1119593,1092747,98,26846,2
"1485","MN","1972",1180510,1152071,98,28439,2
"1486","MN","1973",1228840,1199761,98,29079,2
"1487","MN","1974",1205489,1176044,98,29445,2
"1488","MN","1975",1212678,1182141,97,30537,3
"1489","MN","1976",1262619,1231078,98,31541,2
"1490","MN","1977",1233709,1201689,97,32020,3
"1491","MN","1978",1318580,1275858,97,42722,3
"1492","MN","1979",1317715,1270132,96,47583,4
"1493","MN","1980",1192251,1142943,96,49308,4
"1494","MN","1981",1145104,1095089,96,50015,4
"1495","MN","1982",1150235,1098352,95,51883,5
"1496","MN","1983",1149001,1093951,95,55050,5
"1497","MN","1984",1211934,1152737,95,59197,5
"1498","MN","1985",1223172,1161265,95,61907,5
"1499","MN","1986",1210175,1151337,95,58838,5
"1500","MN","1987",1219310,1164866,96,54444,4
"1501","MN","1988",1325608,1268844,96,56764,4
"1502","MN","1989",1356678,1298071,96,58607,4
"1503","MN","1990",1399749,1344770,96,54979,4
"1504","MN","1991",1423114,1364741,96,58373,4
"1505","MN","1992",1432163,1366918,95,65245,5
"1506","MN","1993",1476438,1406227,95,70211,5
"1507","MN","1994",1512190,1438808,95,73382,5
"1508","MN","1995",1601592,1523917,95,77675,5
"1509","MN","1996",1669382,1592653,95,76729,5
"1510","MN","1997",1638039,1555493,95,82546,5
"1511","MN","1998",1613948,1533583,95,80365,5
"1512","MN","1999",1682954,1595496,95,87458,5
"1513","MN","2000",1735761,1642358,95,93403,5
"1514","MN","2001",1706313,1610229,94,96084,6
"1515","MN","2002",1767476,1675039,95,92437,5
"1516","MN","2003",1843962,1748425,95,95537,5
"1517","MN","2004",1846595,1741974,94,104621,6
"1518","MN","2005",1851444,1743169,94,108275,6
"1519","MN","2006",1821508,1708787,94,112721,6
"1520","MN","2007",1869802,1737876,93,131926,7
"1521","MN","2008",1874372,1727523,92,146849,8
"1522","MN","2009",1742930,1576293,90,166637,10
"1523","MN","2010",1813361,1624124,90,189237,10
"1524","MN","2011",1792762,1598276,89,194486,11
"1525","MN","2012",1747882,1554694,89,193188,11
"1526","MN","2013",1821090,1629310,89,191780,11
"1527","MN","2014",1868616,1657265,89,211351,11
"1528","MN","2015",1745523,1530015,88,215508,12
"1529","MN","2016",1770116,1552574,88,217542,12
"1530","MN","2017",1779751,1562161,88,217590,12
"1531","MN","2018",1857588,1634208,88,223380,12
"1532","MN","2019",1822664,1597807,88,224857,12
"1533","MN","2020",1640945,1434686,87,206259,13
"1534","MN","2021",1722694,1506581,87,216113,13
"1535","MN","2022",1756496,1526727,87,229769,13
"1536","MN","2023",1689356,1465492,87,223864,13
"1537","MO","1960",882051,845941,96,36110,4
"1538","MO","1961",880518,844423,96,36095,4
"1539","MO","1962",919709,885762,96,33947,4
"1540","MO","1963",934347,903711,97,30636,3
"1541","MO","1964",968096,939117,97,28979,3
"1542","MO","1965",1019627,989872,97,29755,3
"1543","MO","1966",1076732,1047897,97,28835,3
"1544","MO","1967",1103664,1076608,98,27056,2
"1545","MO","1968",1182279,1152510,97,29769,3
"1546","MO","1969",1233036,1203528,98,29508,2
"1547","MO","1970",1276655,1249879,98,26776,2
"1548","MO","1971",1291913,1266475,98,25438,2
"1549","MO","1972",1349056,1323966,98,25090,2
"1550","MO","1973",1384669,1354869,98,29800,2
"1551","MO","1974",1361033,1329043,98,31990,2
"1552","MO","1975",1372275,1340810,98,31465,2
"1553","MO","1976",1434811,1400425,98,34386,2
"1554","MO","1977",1476138,1441346,98,34792,2
"1555","MO","1978",1517527,1474934,97,42593,3
"1556","MO","1979",1491649,1443342,97,48307,3
"1557","MO","1980",1382603,1355615,98,26988,2
"1558","MO","1981",1327220,1301404,98,25816,2
"1559","MO","1982",1317373,1285080,98,32293,2
"1560","MO","1983",1314353,1282454,98,31899,2
"1561","MO","1984",1336767,1300786,97,35981,3
"1562","MO","1985",1365000,1323517,97,41483,3
"1563","MO","1986",1364511,1329125,97,35386,3
"1564","MO","1987",1393615,1362773,98,30842,2
"1565","MO","1988",1467533,1433780,98,33753,2
"1566","MO","1989",1471793,1441637,98,30156,2
"1567","MO","1990",1490887,1463061,98,27826,2
"1568","MO","1991",1531142,1506488,98,24654,2
"1569","MO","1992",1520209,1493388,98,26821,2
"1570","MO","1993",1619168,1588488,98,30680,2
"1571","MO","1994",1643126,1617473,98,25653,2
"1572","MO","1995",1702651,1677639,99,25012,1
"1573","MO","1996",1791633,1768916,99,22717,1
"1574","MO","1997",1789852,1769356,99,20496,1
"1575","MO","1998",1832896,1810764,99,22132,1
"1576","MO","1999",1875522,1854243,99,21279,1
"1577","MO","2000",1826062,1806842,99,19220,1
"1578","MO","2001",1856035,1830540,99,25495,1
"1579","MO","2002",1868202,1839527,98,28675,2
"1580","MO","2003",1879317,1849026,98,30291,2
"1581","MO","2004",1884851,1850516,98,34335,2
"1582","MO","2005",1974667,1927711,98,46956,2
"1583","MO","2006",1966264,1924144,98,42120,2
"1584","MO","2007",1977175,1922968,97,54207,3
"1585","MO","2008",1934242,1864656,96,69586,4
"1586","MO","2009",1830471,1753265,96,77206,4
"1587","MO","2010",1909924,1824933,96,84991,4
"1588","MO","2011",1854082,1773071,96,81011,4
"1589","MO","2012",1777037,1704719,96,72318,4
"1590","MO","2013",1837558,1754405,95,83153,5
"1591","MO","2014",1898451,1811773,95,86678,5
"1592","MO","2015",1812747,1733660,96,79087,4
"1593","MO","2016",1761978,1682818,96,79160,4
"1594","MO","2017",1722939,1640240,95,82699,5
"1595","MO","2018",1836631,1748718,95,87913,5
"1596","MO","2019",1772045,1680215,95,91830,5
"1597","MO","2020",1654294,1577237,95,77057,5
"1598","MO","2021",1696141,1607262,95,88879,5
"1599","MO","2022",1729607,1634295,94,95312,6
"1600","MO","2023",1681954,1591542,95,90412,5
"1601","MS","1960",396572,350007,88,46565,12
"1602","MS","1961",402528,356996,89,45532,11
"1603","MS","1962",427940,383267,90,44673,10
"1604","MS","1963",462800,423646,92,39154,8
"1605","MS","1964",501790,463342,92,38448,8
"1606","MS","1965",498462,460703,92,37759,8
"1607","MS","1966",553102,515286,93,37816,7
"1608","MS","1967",564500,530239,94,34261,6
"1609","MS","1968",629570,594118,94,35452,6
"1610","MS","1969",666632,632023,95,34609,5
"1611","MS","1970",727934,694407,95,33527,5
"1612","MS","1971",765301,732460,96,32841,4
"1613","MS","1972",809594,777162,96,32432,4
"1614","MS","1973",826443,794248,96,32195,4
"1615","MS","1974",793510,762231,96,31279,4
"1616","MS","1975",748989,717837,96,31152,4
"1617","MS","1976",757338,722519,95,34819,5
"1618","MS","1977",801880,765650,95,36230,5
"1619","MS","1978",827464,789888,95,37576,5
"1620","MS","1979",856438,818928,96,37510,4
"1621","MS","1980",812052,773955,95,38097,5
"1622","MS","1981",797416,756346,95,41070,5
"1623","MS","1982",789869,745226,94,44643,6
"1624","MS","1983",793376,748305,94,45071,6
"1625","MS","1984",833356,782888,94,50468,6
"1626","MS","1985",814503,763611,94,50892,6
"1627","MS","1986",822593,773397,94,49196,6
"1628","MS","1987",848586,803147,95,45439,5
"1629","MS","1988",900034,852622,95,47412,5
"1630","MS","1989",936818,860415,92,76403,8
"1631","MS","1990",1015128,930260,92,84868,8
"1632","MS","1991",1037042,947532,91,89510,9
"1633","MS","1992",1062132,971302,91,90830,9
"1634","MS","1993",1071986,979068,91,92918,9
"1635","MS","1994",1089406,994203,91,95203,9
"1636","MS","1995",1114962,1020579,92,94383,8
"1637","MS","1996",1137369,1051610,92,85759,8
"1638","MS","1997",1138146,1053855,93,84291,7
"1639","MS","1998",1136123,1071948,94,64175,6
"1640","MS","1999",1229948,1164816,95,65132,5
"1641","MS","2000",1242230,1166841,94,75389,6
"1642","MS","2001",1132668,1076564,95,56104,5
"1643","MS","2002",1170397,1120725,96,49672,4
"1644","MS","2003",1201624,1156253,96,45371,4
"1645","MS","2004",1206056,1144754,95,61302,5
"1646","MS","2005",1173361,1110395,95,62966,5
"1647","MS","2006",1209261,1145588,95,63673,5
"1648","MS","2007",1223586,1158960,95,64626,5
"1649","MS","2008",1163638,1113154,96,50484,4
"1650","MS","2009",1110149,1053266,95,56883,5
"1651","MS","2010",1153321,1078520,94,74801,6
"1652","MS","2011",1126395,1050689,93,75706,7
"1653","MS","2012",1112775,1024463,92,88312,8
"1654","MS","2013",1089942,1013673,93,76269,7
"1655","MS","2014",1102348,1024408,93,77940,7
"1656","MS","2015",1085094,1011399,93,73695,7
"1657","MS","2016",1071655,995427,93,76228,7
"1658","MS","2017",1067882,997057,93,70825,7
"1659","MS","2018",1104397,1033553,94,70844,6
"1660","MS","2019",1092194,1025208,94,66986,6
"1661","MS","2020",1035679,970610,94,65069,6
"1662","MS","2021",1081477,1015343,94,66134,6
"1663","MS","2022",1098269,1031655,94,66614,6
"1664","MS","2023",1074319,1007014,94,67305,6
"1665","MT","1960",220333,193021,88,27312,12
"1666","MT","1961",234519,205005,87,29514,13
"1667","MT","1962",240602,211514,88,29088,12
"1668","MT","1963",245316,217387,89,27929,11
"1669","MT","1964",256075,224783,88,31292,12
"1670","MT","1965",250103,213666,85,36437,15
"1671","MT","1966",266480,231751,87,34729,13
"1672","MT","1967",250987,213932,85,37055,15
"1673","MT","1968",270828,232530,86,38298,14
"1674","MT","1969",302483,262812,87,39671,13
"1675","MT","1970",311713,275248,88,36465,12
"1676","MT","1971",322501,283044,88,39457,12
"1677","MT","1972",331660,293111,88,38549,12
"1678","MT","1973",338463,306290,90,32173,10
"1679","MT","1974",340442,302232,89,38210,11
"1680","MT","1975",334512,293604,88,40908,12
"1681","MT","1976",354415,304926,86,49489,14
"1682","MT","1977",353003,315085,89,37918,11
"1683","MT","1978",372821,321993,86,50828,14
"1684","MT","1979",386570,338965,88,47605,12
"1685","MT","1980",350058,304970,87,45088,13
"1686","MT","1981",327595,276328,84,51267,16
"1687","MT","1982",306076,256292,84,49784,16
"1688","MT","1983",312450,258956,83,53494,17
"1689","MT","1984",345422,293041,85,52381,15
"1690","MT","1985",358129,308863,86,49266,14
"1691","MT","1986",340169,282746,83,57423,17
"1692","MT","1987",320003,271526,85,48477,15
"1693","MT","1988",333710,286920,86,46790,14
"1694","MT","1989",341882,298289,87,43593,13
"1695","MT","1990",310458,261998,84,48460,16
"1696","MT","1991",313553,255366,81,58187,19
"1697","MT","1992",318520,280020,88,38500,12
"1698","MT","1993",329278,286554,87,42724,13
"1699","MT","1994",340383,302277,89,38106,11
"1700","MT","1995",350916,297574,85,53342,15
"1701","MT","1996",345335,282376,82,62959,18
"1702","MT","1997",327595,265501,81,62094,19
"1703","MT","1998",351575,298726,85,52849,15
"1704","MT","1999",353885,291049,82,62836,18
"1705","MT","2000",372039,323579,87,48460,13
"1706","MT","2001",335079,300198,90,34881,10
"1707","MT","2002",347138,303089,87,44049,13
"1708","MT","2003",349542,307503,88,42039,12
"1709","MT","2004",371586,328433,88,43153,12
"1710","MT","2005",389848,338103,87,51745,13
"1711","MT","2006",405771,351197,87,54574,13
"1712","MT","2007",433895,378128,87,55767,13
"1713","MT","2008",419269,362085,86,57184,14
"1714","MT","2009",389891,339003,87,50888,13
"1715","MT","2010",373201,321622,86,51579,14
"1716","MT","2011",362401,306294,85,56107,15
"1717","MT","2012",357211,306008,86,51203,14
"1718","MT","2013",369323,321064,87,48259,13
"1719","MT","2014",364263,308655,85,55608,15
"1720","MT","2015",368124,308800,84,59324,16
"1721","MT","2016",368963,307551,83,61412,17
"1722","MT","2017",381910,317335,83,64575,17
"1723","MT","2018",393240,323288,82,69952,18
"1724","MT","2019",405678,340210,84,65468,16
"1725","MT","2020",371144,311332,84,59812,16
"1726","MT","2021",379133,322799,85,56334,15
"1727","MT","2022",388515,327871,84,60644,16
"1728","MT","2023",382218,323748,85,58470,15
"1729","NC","1960",799267,708487,89,90780,11
"1730","NC","1961",830969,744449,90,86520,10
"1731","NC","1962",871813,783653,90,88160,10
"1732","NC","1963",899883,814250,90,85633,10
"1733","NC","1964",933233,843713,90,89520,10
"1734","NC","1965",964796,879107,91,85689,9
"1735","NC","1966",1053561,969890,92,83671,8
"1736","NC","1967",1095373,1012107,92,83266,8
"1737","NC","1968",1167204,1083050,93,84154,7
"1738","NC","1969",1230716,1146081,93,84635,7
"1739","NC","1970",1291421,1210599,94,80822,6
"1740","NC","1971",1347835,1261498,94,86337,6
"1741","NC","1972",1424361,1333456,94,90905,6
"1742","NC","1973",1493355,1400194,94,93161,6
"1743","NC","1974",1437788,1346619,94,91169,6
"1744","NC","1975",1395969,1305486,94,90483,6
"1745","NC","1976",1499019,1401392,93,97627,7
"1746","NC","1977",1586305,1476869,93,109436,7
"1747","NC","1978",1606288,1485212,92,121076,8
"1748","NC","1979",1671887,1535197,92,136690,8
"1749","NC","1980",1607409,1509772,94,97637,6
"1750","NC","1981",1572321,1484672,94,87649,6
"1751","NC","1982",1525783,1420504,93,105279,7
"1752","NC","1983",1594752,1488749,93,106003,7
"1753","NC","1984",1727564,1612182,93,115382,7
"1754","NC","1985",1733345,1624584,94,108761,6
"1755","NC","1986",1810587,1714205,95,96382,5
"1756","NC","1987",1904817,1805672,95,99145,5
"1757","NC","1988",1991109,1895794,95,95315,5
"1758","NC","1989",1997506,1878957,94,118549,6
"1759","NC","1990",2009568,1888515,94,121053,6
"1760","NC","1991",2005519,1908910,95,96609,5
"1761","NC","1992",2100066,1980073,94,119993,6
"1762","NC","1993",2194539,2071357,94,123182,6
"1763","NC","1994",2189090,2050906,94,138184,6
"1764","NC","1995",2318862,2188146,94,130716,6
"1765","NC","1996",2400141,2267267,94,132874,6
"1766","NC","1997",2384048,2254725,95,129323,5
"1767","NC","1998",2433538,2309463,95,124075,5
"1768","NC","1999",2462256,2344728,95,117528,5
"1769","NC","2000",2587711,2469504,95,118207,5
"1770","NC","2001",2529858,2415928,95,113930,5
"1771","NC","2002",2545210,2437991,96,107219,4
"1772","NC","2003",2542759,2402214,94,140545,6
"1773","NC","2004",2626745,2514952,96,111793,4
